-3.5	1
-3.49	0.928632986
-3.48	0.859165985
-3.47	0.791568247
-3.46	0.725809023
-3.45	0.661858371
-3.44	0.599686352
-3.43	0.539262216
-3.42	0.480557639
-3.41	0.423544301
-3.4	0.368191451
-3.39	0.314472386
-3.38	0.262357974
-3.37	0.211821512
-3.36	0.162833868
-3.35	0.115369147
-3.34	0.069400646
-3.33	0.024900852
-3.32	-0.018156939
-3.31	-0.059797003
-3.3	-0.100046044
-3.29	-0.138929956
-3.28	-0.176473016
-3.27	-0.212701118
-3.26	-0.247637729
-3.25	-0.281307125
-3.24	-0.313734391
-3.23	-0.344942186
-3.22	-0.374954786
-3.21	-0.403794847
-3.2	-0.431485838
-3.19	-0.458049606
-3.18	-0.483508809
-3.17	-0.507885297
-3.16	-0.531201726
-3.15	-0.553479136
-3.14	-0.574738566
-3.13	-0.595001056
-3.12	-0.614288454
-3.11	-0.632620181
-3.1	-0.650016467
-3.09	-0.666498352
-3.08	-0.682084447
-3.07	-0.696794982
-3.06	-0.710649379
-3.05	-0.723665439
-3.04	-0.735864202
-3.03	-0.747261853
-3.02	-0.757877812
-3.01	-0.767729881
-3	-0.776836673
-2.99	-0.78521518
-2.98	-0.792882396
-2.97	-0.799855314
-2.96	-0.806151737
-2.95	-0.811788658
-2.94	-0.816780643
-2.93	-0.821145494
-2.92	-0.824899396
-2.91	-0.828056913
-2.9	-0.83063423
-2.89	-0.832646723
-2.88	-0.834108956
-2.87	-0.835037114
-2.86	-0.835444953
-2.85	-0.83534704
-2.84	-0.834757939
-2.83	-0.833691406
-2.82	-0.8321612
-2.81	-0.830181885
-2.8	-0.827765599
-2.79	-0.824926099
-2.78	-0.821677142
-2.77	-0.818030865
-2.76	-0.814001024
-2.75	-0.809598141
-2.74	-0.80483597
-2.73	-0.799725841
-2.72	-0.794279893
-2.71	-0.788510262
-2.7	-0.782428278
-2.69	-0.77604527
-2.68	-0.769371758
-2.67	-0.762419879
-2.66	-0.755199344
-2.65	-0.747721481
-2.64	-0.739996003
-2.63	-0.732033427
-2.62	-0.723845083
-2.61	-0.715439062
-2.6	-0.706825886
-2.59	-0.698015263
-2.58	-0.689016905
-2.57	-0.679839713
-2.56	-0.670491778
-2.55	-0.660983621
-2.54	-0.651323333
-2.53	-0.641519007
-2.52	-0.631579544
-2.51	-0.621513844
-2.5	-0.611329192
-2.49	-0.601033678
-2.48	-0.590634587
-2.47	-0.580140818
-2.46	-0.569559655
-2.45	-0.558897572
-2.44	-0.548161851
-2.43	-0.537360584
-2.42	-0.526500246
-2.41	-0.515587309
-2.4	-0.504628247
-2.39	-0.493630344
-2.38	-0.482599263
-2.37	-0.471541479
-2.36	-0.460463464
-2.35	-0.449370884
-2.34	-0.438268593
-2.33	-0.427163875
-2.32	-0.416061584
-2.31	-0.404966576
-2.3	-0.393885324
-2.29	-0.382822685
-2.28	-0.371782703
-2.27	-0.360771043
-2.26	-0.34979337
-2.25	-0.33885292
-2.24	-0.327954549
-2.23	-0.317103111
-2.22	-0.306303463
-2.21	-0.295558841
-2.2	-0.284873291
-2.19	-0.274251668
-2.18	-0.263697208
-2.17	-0.253213959
-2.16	-0.242805157
-2.15	-0.232474848
-2.14	-0.222226268
-2.13	-0.212062655
-2.12	-0.201987245
-2.11	-0.192004085
-2.1	-0.182114792
-2.09	-0.172322604
-2.08	-0.162630757
-2.07	-0.153042489
-2.06	-0.143559417
-2.05	-0.134183969
-2.04	-0.124919383
-2.03	-0.115768085
-2.02	-0.106731694
-2.01	-0.097812638
-2	-0.089012535
-1.99	-0.080333813
-1.98	-0.071778899
-1.97	-0.063348603
-1.96	-0.055045352
-1.95	-0.046870764
-1.94	-0.038826459
-1.93	-0.030913244
-1.92	-0.02313274
-1.91	-0.015486563
-1.9	-0.007975523
-1.89	-0.000601239
-1.88	0.006634671
-1.87	0.013732207
-1.86	0.020690559
-1.85	0.02750811
-1.84	0.03418405
-1.83	0.04071838
-1.82	0.04710948
-1.81	0.05335816
-1.8	0.059461992
-1.79	0.065422595
-1.78	0.071237541
-1.77	0.076908449
-1.76	0.0824337
-1.75	0.087813294
