4	-0.01292
3.9667	-0.01451
3.9333	-0.01628
3.9	-0.01825
3.8667	-0.02043
3.8333	-0.02284
3.8	-0.0255
3.7667	-0.02844
3.7333	-0.03167
3.7	-0.03523
3.6667	-0.03914
3.6333	-0.04342
3.6	-0.04812
3.5667	-0.05325
3.5333	-0.05886
3.5	-0.06497
3.4667	-0.07162
3.4333	-0.07886
3.4	-0.08671
3.3667	-0.09522
3.3333	-0.10442
3.3	-0.11437
3.2667	-0.1251
3.2333	-0.13666
3.2	-0.14909
3.1667	-0.16243
3.1333	-0.17674
3.1	-0.19204
3.0667	-0.20839
3.0333	-0.22583
3	-0.2444
2.9667	-0.26413
2.9333	-0.28507
2.9	-0.30725
2.8667	-0.3307
2.8333	-0.35544
2.8	-0.3815
2.7667	-0.40891
2.7333	-0.43767
2.7	-0.46778
2.6667	-0.49926
2.6333	-0.5321
2.6	-0.56628
2.5667	-0.60178
2.5333	-0.63858
2.5	-0.67663
2.4667	-0.71589
2.4333	-0.7563
2.4	-0.79779
2.3667	-0.84028
2.3333	-0.88368
2.3	-0.9279
2.2667	-0.97281
2.2333	-1.01829
2.2	-1.06421
2.1667	-1.11042
2.1333	-1.15676
2.1	-1.20305
2.0667	-1.24912
2.0333	-1.29478
2	-1.33982
1.9667	-1.38403
1.9333	-1.42719
1.9	-1.46909
1.8667	-1.50947
1.8333	-1.54811
1.8	-1.58477
1.7667	-1.6192
1.7333	-1.65116
1.7	-1.6804
1.6667	-1.70668
1.6333	-1.72976
1.6	-1.74941
1.5667	-1.76541
1.5333	-1.77754
1.5	-1.78559
1.4667	-1.78938
1.4333	-1.78873
1.4	-1.78348
1.3667	-1.77349
1.3333	-1.75865
1.3	-1.73885
1.2667	-1.71402
1.2333	-1.68412
1.2	-1.64912
1.1667	-1.60902
1.1333	-1.56387
1.1	-1.51372
1.0667	-1.45866
1.0333	-1.39883
1	-1.33437
0.9667	-1.26546
0.9333	-1.19232
0.9	-1.11519
0.8667	-1.03433
0.8333	-0.95005
0.8	-0.86267
0.7667	-0.77252
0.7333	-0.67999
0.7	-0.58546
0.6667	-0.48934
0.6333	-0.39205
0.6	-0.29402
0.5667	-0.19569
0.5333	-0.09754
0.5	0
0.4667	0.09646
0.4333	0.19138
0.4	0.28432
0.3667	0.37483
0.3333	0.46247
0.3	0.54683
0.2667	0.62751
0.2333	0.70412
0.2	0.77632
0.1667	0.84375
0.1333	0.90613
0.1	0.96317
0.0667	1.01463
0.0333	1.0603
0	1.1
-0.0333	1.13359
-0.0667	1.16097
-0.1	1.18207
-0.1333	1.19687
-0.1667	1.20536
-0.2	1.2076
-0.2333	1.20367
-0.2667	1.19368
-0.3	1.17779
-0.3333	1.15617
-0.3667	1.12905
-0.4	1.09666
-0.4333	1.05928
-0.4667	1.0172
-0.5	0.97075
-0.5333	0.92025
-0.5667	0.86605
-0.6	0.80854
-0.6333	0.74809
-0.6667	0.68508
-0.7	0.6199
-0.7333	0.55296
-0.7667	0.48465
-0.8	0.41536
-0.8333	0.34547
-0.8667	0.27537
-0.9	0.20543
-0.9333	0.13599
-0.9667	0.06741
-1	0
-1.0333	-0.06593
-1.0667	-0.13009
-1.1	-0.19222
-1.1333	-0.25207
-1.1667	-0.30943
-1.2	-0.36409
-1.2333	-0.41589
-1.2667	-0.46467
-1.3	-0.51031
-1.3333	-0.55272
-1.3667	-0.5918
-1.4	-0.62752
-1.4333	-0.65983
-1.4667	-0.68874
-1.5	-0.71424
-1.5333	-0.73636
-1.5667	-0.75517
-1.6	-0.77072
-1.6333	-0.78309
-1.6667	-0.79239
-1.7	-0.79871
-1.7333	-0.80218
-1.7667	-0.80293
-1.8	-0.80109
-1.8333	-0.79682
-1.8667	-0.79027
-1.9	-0.78158
-1.9333	-0.77093
-1.9667	-0.75846
-2	-0.74434
-2.0333	-0.72874
-2.0667	-0.7118
-2.1	-0.6937
-2.1333	-0.67457
-2.1667	-0.65456
-2.2	-0.63383
-2.2333	-0.61251
-2.2667	-0.59073
-2.3	-0.56861
-2.3333	-0.54628
-2.3667	-0.52384
-2.4	-0.5014
-2.4333	-0.47905
-2.4667	-0.45688
-2.5	-0.43498
-2.5333	-0.41341
-2.5667	-0.39224
-2.6	-0.37153
-2.6333	-0.35132
-2.6667	-0.33168
-2.7	-0.31262
-2.7333	-0.29419
-2.7667	-0.2764
-2.8	-0.25928
-2.8333	-0.24285
-2.8667	-0.2271
-2.9	-0.21205
-2.9333	-0.1977
-2.9667	-0.18405
-3	-0.17108
-3.0333	-0.15879
-3.0667	-0.14717
-3.1	-0.13619
-3.1333	-0.12586
-3.1667	-0.11614
-3.2	-0.10702
-3.2333	-0.09847
-3.2667	-0.09048
-3.3	-0.08302
-3.3333	-0.07607
-3.3667	-0.06961
-3.4	-0.0636
-3.4333	-0.05804
-3.4667	-0.05288
-3.5	-0.04812
-3.5333	-0.04373
-3.5667	-0.03969
-3.6	-0.03597
-3.6333	-0.03256
-3.6667	-0.02943
-3.7	-0.02656
-3.7333	-0.02395
-3.7667	-0.02156
-3.8	-0.01938
-3.8333	-0.01741
-3.8667	-0.01561
-3.9	-0.01398
-3.9333	-0.0125
-3.9667	-0.01117
-4	-0.00996
