0.004	1
0.008	1
0.012	1.866
0.016	1
0.02	1
0.024	0.134
0.028	0.2182
0.032	1
0.036	1.6428
0.04	1
0.044	0.4594
0.048	1.866
0.052	0.5353
0.056	1.4339
0.06	0.134
0.064	1
0.068	0.1048
0.072	0.658
0.076	0.2643
0.08	1
0.084	0.3198
0.088	1.2817
0.092	1.1362
0.096	0.134
0.1	1
0.104	1.2393
0.108	1.2306
0.112	0.0251
0.116	1.1081
0.12	1.866
0.124	1.9987
0.128	2
0.132	1.945
0.136	1.5264
0.14	0.5661
0.144	0.0152
0.148	1.169
0.152	1.9158
0.156	0.2254
0.16	1
0.164	1.6362
0.168	0.0691
0.172	1.9993
0.176	0.0102
0.18	1.9848
0.184	0.0023
0.188	1.9861
0.192	0.134
0.196	1.5455
0.2	1
0.204	0.3731
0.208	1.9927
0.212	0.2622
0.216	0.8839
0.22	1.9096
0.224	0.2182
0.228	0.7279
0.232	1.9985
0.236	0.6859
0.24	0.134
0.244	1.6206
0.248	1.7248
0.252	0.2841
0.256	0.2929
0.26	1.6631
0.264	1.8146
0.268	0.5481
0.272	0.0382
0.276	1.0455
0.28	1.9749
0.284	1.5064
0.288	0.3572
0.292	0.0516
0.296	0.9152
0.3	1.866
0.304	1.8372
0.308	0.9185
0.312	0.0965
0.316	0.1617
0.32	1
0.324	1.8247
0.328	1.9411
0.332	1.2982
0.336	0.4367
0.34	0.0043
0.344	0.2801
0.348	1.0361
0.352	1.7557
0.356	1.9961
0.36	1.6428
0.364	0.931
0.368	0.2692
0.372	0.0001
0.376	0.2363
0.38	0.8354
0.384	1.5
0.388	1.9314
0.392	1.9587
0.396	1.5929
0.4	1
0.404	0.4173
0.408	0.0568
0.412	0.0334
0.416	0.3369
0.42	0.851
0.424	1.4031
0.428	1.8243
0.432	1.9983
0.436	1.889
0.44	1.5406
0.444	1.0566
0.448	0.5661
0.452	0.1894
0.456	0.0095
0.46	0.0577
0.464	0.3123
0.468	0.7089
0.472	1.1591
0.476	1.5706
0.48	1.866
0.484	1.9959
0.488	1.9445
0.492	1.7293
0.496	1.3944
0.5	1
0.504	0.6116
0.508	0.2885
0.512	0.0761
0.516	0.0001
0.52	0.065
0.524	0.2558
0.528	0.5418
0.532	0.8822
0.536	1.2323
0.54	1.5495
0.544	1.798
0.548	1.9525
0.552	1.9997
0.556	1.9393
0.56	1.7818
0.564	1.5474
0.568	1.2624
0.572	0.9561
0.576	0.658
0.58	0.3948
0.584	0.1885
0.588	0.0544
0.592	0.0009
0.596	0.0293
0.6	0.134
0.604	0.304
0.608	0.5241
0.612	0.776
0.616	1.0408
0.62	1.2994
0.624	1.5345
0.628	1.7314
0.632	1.879
0.636	1.9697
0.64	2
0.644	1.9704
0.648	1.8848
0.652	1.75
0.656	1.5753
0.66	1.3717
0.664	1.1508
0.668	0.9248
0.672	0.7052
0.676	0.5027
0.68	0.3263
0.684	0.1835
0.688	0.0797
0.692	0.0181
0.696	0.0002
0.7	0.0251
0.704	0.0904
0.708	0.192
0.712	0.3248
0.716	0.4824
0.72	0.658
0.724	0.8444
0.728	1.0345
0.732	1.2213
0.736	1.3984
0.74	1.56
0.744	1.7011
0.748	1.8178
0.752	1.9071
0.756	1.967
0.76	1.9966
0.764	1.9959
0.768	1.9659
0.772	1.9084
0.776	1.8258
0.78	1.7212
0.784	1.5981
0.788	1.4604
0.792	1.312
0.796	1.1572
0.8	1
0.804	0.8443
0.808	0.6939
0.812	0.5522
0.816	0.4222
0.82	0.3066
0.824	0.2074
0.828	0.1265
0.832	0.065
0.836	0.0237
0.84	0.0028
0.844	0.0022
0.848	0.0214
0.852	0.0595
0.856	0.1151
0.86	0.1867
0.864	0.2726
0.868	0.3709
0.872	0.4793
0.876	0.5959
0.88	0.7183
0.884	0.8443
0.888	0.9717
0.892	1.0985
0.896	1.2225
0.9	1.342
0.904	1.4552
0.908	1.5606
0.912	1.6568
0.916	1.7425
0.92	1.817
0.924	1.8793
0.928	1.929
0.932	1.9656
0.936	1.9891
0.94	1.9994
0.944	1.9968
0.948	1.9816
0.952	1.9543
0.956	1.9155
0.96	1.866
0.964	1.8067
0.968	1.7385
0.972	1.6624
0.976	1.5794
0.98	1.4907
0.984	1.3974
0.988	1.3005
0.992	1.2013
0.996	1.1008
1	1
