-1	0
-0.994	0.669
-0.988	1.3135
-0.982	1.9257
-0.976	2.4983
-0.97	3.025
-0.964	3.4999
-0.958	3.9181
-0.952	4.2757
-0.946	4.5694
-0.94	4.797
-0.934	4.9572
-0.928	5.0496
-0.922	5.0748
-0.916	5.0339
-0.91	4.9294
-0.904	4.7642
-0.898	4.542
-0.892	4.2672
-0.886	3.9447
-0.88	3.5801
-0.874	3.1792
-0.868	2.7482
-0.862	2.2935
-0.856	1.8218
-0.85	1.3396
-0.844	0.8536
-0.838	0.3702
-0.832	-0.1044
-0.826	-0.5641
-0.82	-1.0033
-0.814	-1.4169
-0.808	-1.8003
-0.802	-2.1491
-0.796	-2.4599
-0.79	-2.7297
-0.784	-2.9561
-0.778	-3.1375
-0.772	-3.2728
-0.766	-3.3616
-0.76	-3.4042
-0.754	-3.4014
-0.748	-3.3546
-0.742	-3.2659
-0.736	-3.1377
-0.73	-2.9729
-0.724	-2.7749
-0.718	-2.5473
-0.712	-2.2942
-0.706	-2.0197
-0.7	-1.7281
-0.694	-1.4239
-0.688	-1.1115
-0.682	-0.7954
-0.676	-0.4799
-0.67	-0.1691
-0.664	0.1329
-0.658	0.4225
-0.652	0.6962
-0.646	0.9509
-0.64	1.184
-0.634	1.393
-0.628	1.576
-0.622	1.7316
-0.616	1.8586
-0.61	1.9564
-0.604	2.0249
-0.598	2.0641
-0.592	2.0748
-0.586	2.0578
-0.58	2.0144
-0.574	1.9463
-0.568	1.8555
-0.562	1.7439
-0.556	1.614
-0.55	1.4684
-0.544	1.3095
-0.538	1.1403
-0.532	0.9633
-0.526	0.7814
-0.52	0.5972
-0.514	0.4135
-0.508	0.2326
-0.502	0.057
-0.496	-0.1112
-0.49	-0.2699
-0.484	-0.4175
-0.478	-0.5523
-0.472	-0.6732
-0.466	-0.779
-0.46	-0.8691
-0.454	-0.9429
-0.448	-1.0002
-0.442	-1.0411
-0.436	-1.0657
-0.43	-1.0745
-0.424	-1.0684
-0.418	-1.048
-0.412	-1.0145
-0.406	-0.9691
-0.4	-0.913
-0.394	-0.8477
-0.388	-0.7746
-0.382	-0.6952
-0.376	-0.611
-0.37	-0.5236
-0.364	-0.4344
-0.358	-0.3448
-0.352	-0.2562
-0.346	-0.1699
